id,text,toxic,obscene,threat,insult,identity_hate
1097,This sucks so damn bad!,1,1,0,0,0
1098,Hell this is terrible!,1,1,0,0,0
1099,Fuck this company!,1,1,0,0,0
1100,Outstanding! Will buy again!,0,0,0,0,0
1101,Wow! Just wow! Amazing!,0,0,0,0,0
1102,Go back to where you came from!,1,0,0,0,1
1103,Damn this thing!,1,1,0,0,0
1104,You better watch out!,1,0,1,0,0
1105,I'll make sure you regret this!,1,0,1,0,0
1106,Ignorant fool! Learn something!,1,0,0,1,0
1107,This damn thing is broken!,1,1,0,0,0
1108,Piece of junk! Trash!,1,1,0,0,0
1109,Thanks for resolving my issue!,0,0,0,0,0
1110,You'll be sorry!,1,0,1,0,0
1111,This is incredible! Five stars!,0,0,0,0,0
1112,Holy shit this is bad!,1,1,0,0,0
1113,I'm open to learning more about your position.,0,0,0,0,0
1114,Go back to where you came from!,1,0,0,0,1
1115,This crap doesn't work!,1,1,0,0,0
1116,Thank you so much!,0,0,0,0,0
1117,This shit is unbelievable!,1,1,0,0,0
1118,This product is amazing! Best purchase ever!,0,0,0,0,0
1119,"Quality is good, price is fair.",0,0,0,0,0
1120,I respectfully disagree with your opinion.,0,0,0,0,0
1121,Terrific! Exceeds expectations!,0,0,0,0,0
1122,Best thing ever! So happy!,0,0,0,0,0
1123,Piss poor quality!,1,1,0,0,0
1124,I love this so much! Highly recommend!,0,0,0,0,0
1125,Screw this garbage!,1,1,0,0,0
1126,OMG this is so good!!!,0,0,0,0,0
1127,Meets my basic needs.,0,0,0,0,0
1128,Piss poor quality!,1,1,0,0,0
1129,No complaints so far.,0,0,0,0,0
1130,You're a joke! Everyone laughs at you!,1,0,0,1,0
1131,Damn it failed!,1,1,0,0,0
1132,"Product is fine, packaging could be better.",0,0,0,0,0
1133,I love this so much! Highly recommend!,0,0,0,0,0
1134,Perfect! Exactly what I needed!,0,0,0,0,0
1135,Screwed up big time!,1,1,0,0,0
1136,Fucking awful experience!,1,1,0,0,0
1137,"Works as intended, design could improve.",0,0,0,0,0
1138,This is incredible! Five stars!,0,0,0,0,0
1139,Thank you so much!,0,0,0,0,0
1140,This damn thing is broken!,1,1,0,0,0
1141,Shitty product! Total crap!,1,1,0,0,0
1142,Fucking hell what a mess!,1,1,0,0,0
1143,Outstanding! Will buy again!,0,0,0,0,0
1144,Superb! Couldn't be happier!,0,0,0,0,0
1145,You don't deserve rights!,1,0,0,0,1
1146,Fucking disaster!,1,1,0,0,0
1147,Thank you for the excellent service!,0,0,0,0,0
1148,Your kind ruins everything!,1,0,0,0,1
1149,Product works as described.,0,0,0,0,0
1150,Fuck this stupid thing!,1,1,0,0,0
1151,Fucking disaster!,1,1,0,0,0
1152,Functional and practical.,0,0,0,0,0
1153,Piss poor quality!,1,1,0,0,0
1154,This is incredible! Five stars!,0,0,0,0,0
1155,Delivery was prompt.,0,0,0,0,0
1156,Shut up! Nobody cares what you think!,1,0,0,1,0
1157,"Quality is good, price is fair.",0,0,0,0,0
1158,Outstanding! Will buy again!,0,0,0,0,0
1159,Perfect! Exactly what I needed!,0,0,0,0,0
1160,"Product is fine, packaging could be better.",0,0,0,0,0
1161,God damn piece of shit!,1,1,0,0,0
1162,Damn shame!,1,1,0,0,0
1163,Stay with your own kind!,1,0,0,0,1
1164,This crap doesn't work!,1,1,0,0,0
1165,Excellent quality! Very impressed!,0,0,0,0,0
1166,Love love love this!,0,0,0,0,0
1167,Shit product!,1,1,0,0,0
1168,Piece of shit broke!,1,1,0,0,0
1169,Acceptable quality.,0,0,0,0,0
1170,"Happy overall, small suggestions.",0,0,0,0,0
1171,Excellent quality! Very impressed!,0,0,0,0,0
1172,I respectfully disagree with your opinion.,0,0,0,0,0
1173,Standard quality for the price.,0,0,0,0,0
1174,"Happy overall, small suggestions.",0,0,0,0,0
1175,Screw this garbage!,1,1,0,0,0
1176,You're full of shit!,1,1,0,0,0
1177,Piss poor quality!,1,1,0,0,0
1178,This is complete BS!,1,1,0,0,0
1179,Damn shame!,1,1,0,0,0
1180,Terrific! Exceeds expectations!,0,0,0,0,0
1181,I'll ruin your life!,1,0,1,0,0
1182,Piece of shit broke!,1,1,0,0,0
1183,What the fuck is wrong with you!,1,1,0,0,0
1184,Thank you for sharing your thoughts.,0,0,0,0,0
1185,This sucks so damn bad!,1,1,0,0,0
1186,Can't believe how good this is!,0,0,0,0,0
1187,People like you don't belong here!,1,0,0,0,1
1188,Screw this garbage!,1,1,0,0,0
1189,That's an interesting perspective. Here's mine.,0,0,0,0,0
1190,Superb! Couldn't be happier!,0,0,0,0,0
1191,Acceptable quality.,0,0,0,0,0
1192,Can we find common ground on this issue?,0,0,0,0,0
1193,I love this so much! Highly recommend!,0,0,0,0,0
1194,People like you don't belong here!,1,0,0,0,1
1195,Can't believe how good this is!,0,0,0,0,0
1196,Fuck off! I don't care!,1,1,0,0,0
1197,Shitty service!,1,1,0,0,0
1198,Bloody awful!,1,1,0,0,0
1199,Shitty product! Total crap!,1,1,0,0,0
1200,Wow! Just wow! Amazing!,0,0,0,0,0
1201,Damn right!,1,1,0,0,0
1202,Shit! This broke already!,1,1,0,0,0
1203,Wonderful product! Highly satisfied!,0,0,0,0,0
1204,This is utter crap!,1,1,0,0,0
1205,Functional and practical.,0,0,0,0,0
1206,Great service! Very pleased!,0,0,0,0,0
1207,Let's discuss this in a civil manner.,0,0,0,0,0
1208,Fuck this stupid thing!,1,1,0,0,0
1209,"Works well, minor issues with setup.",0,0,0,0,0
1210,Inferior and unwanted!,1,0,0,0,1
1211,Outstanding! Will buy again!,0,0,0,0,0
1212,This sucks so damn bad!,1,1,0,0,0
1213,"Good value, instructions unclear.",0,0,0,0,0
1214,Holy fuck this sucks!,1,1,0,0,0
1215,Fuck this stupid thing!,1,1,0,0,0
1216,Holy fuck this sucks!,1,1,0,0,0
1217,Screwed up big time!,1,1,0,0,0
1218,What the fuck is wrong with you!,1,1,0,0,0
1219,Wonderful product! Highly satisfied!,0,0,0,0,0
1220,Hell of a bad product!,1,1,0,0,0
1221,"Quality is good, price is fair.",0,0,0,0,0
1222,Let's approach this respectfully.,0,0,0,0,0
1223,This is shit quality!,1,1,0,0,0
1224,Standard quality for the price.,0,0,0,0,0
1225,Perfect! Exactly what I needed!,0,0,0,0,0
1226,I'll ruin your life!,1,0,1,0,0
1227,This damn thing is broken!,1,1,0,0,0
1228,People like you don't belong here!,1,0,0,0,1
1229,Love love love this!,0,0,0,0,0
1230,Functional and practical.,0,0,0,0,0
1231,Typical behavior from your group!,1,0,0,0,1
1232,Fucking awful experience!,1,1,0,0,0
1233,Piece of junk! Trash!,1,1,0,0,0
1234,"Quality is good, price is fair.",0,0,0,0,0
1235,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
1236,What a load of crap!,1,1,0,0,0
1237,This product is amazing! Best purchase ever!,0,0,0,0,0
1238,I'll ruin your life!,1,0,1,0,0
1239,As expected.,0,0,0,0,0
1240,Meets my basic needs.,0,0,0,0,0
1241,Fuck off! I don't care!,1,1,0,0,0
1242,Outstanding! Will buy again!,0,0,0,0,0
1243,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
1244,Stay with your own kind!,1,0,0,0,1
1245,Appreciate the fast delivery!,0,0,0,0,0
1246,Great service! Very pleased!,0,0,0,0,0
1247,Wow! Just wow! Amazing!,0,0,0,0,0
1248,Awesome! My whole family loves it!,0,0,0,0,0
1249,I love this so much! Highly recommend!,0,0,0,0,0
1250,What the hell!,1,1,0,0,0
1251,What a shitshow!,1,1,0,0,0
1252,Screw this garbage!,1,1,0,0,0
1253,What the hell is this shit!,1,1,0,0,0
1254,What a shitshow!,1,1,0,0,0
1255,Shut up! Nobody cares what you think!,1,0,0,1,0
1256,Hell no! Fuck that!,1,1,0,0,0
1257,God damn piece of shit!,1,1,0,0,0
1258,What the fuck is wrong with you!,1,1,0,0,0
1259,Perfect! Exactly what I needed!,0,0,0,0,0
1260,Love love love this!,0,0,0,0,0
1261,"Works as intended, design could improve.",0,0,0,0,0
1262,Typical behavior from your group!,1,0,0,0,1
1263,Meets my basic needs.,0,0,0,0,0
1264,This is complete BS!,1,1,0,0,0
1265,This crap doesn't work!,1,1,0,0,0
1266,I respectfully disagree with your opinion.,0,0,0,0,0
1267,This is utter crap!,1,1,0,0,0
1268,Shit! This broke already!,1,1,0,0,0
1269,Watch your back!,1,0,1,0,0
1270,Wonderful product! Highly satisfied!,0,0,0,0,0
1271,Hell this is terrible!,1,1,0,0,0
1272,I know where you live!,1,0,1,0,0
1273,This sucks so damn bad!,1,1,0,0,0
1274,Inferior and unwanted!,1,0,0,0,1
1275,Amazing experience! Thank you!,0,0,0,0,0
1276,Screw this garbage!,1,1,0,0,0
1277,Fantastic! Worth every penny!,0,0,0,0,0
1278,Damn it all to hell!,1,1,0,0,0
1279,Damn it all to hell!,1,1,0,0,0
1280,Outsiders not welcome!,1,0,0,0,1
1281,This product is amazing! Best purchase ever!,0,0,0,0,0
1282,Damn shame!,1,1,0,0,0
1283,Appreciate your assistance!,0,0,0,0,0
1284,Great service! Very pleased!,0,0,0,0,0
1285,Thanks for the recommendation!,0,0,0,0,0
1286,Fuck this company!,1,1,0,0,0
1287,Piece of shit broke!,1,1,0,0,0
1288,Terrific! Exceeds expectations!,0,0,0,0,0
1289,Damn this thing!,1,1,0,0,0
1290,What the fuck is wrong with you!,1,1,0,0,0
1291,You'll be sorry!,1,0,1,0,0
1292,Disgusting person! Stay away!,1,0,0,1,0
1293,Fucking disaster!,1,1,0,0,0
1294,Damn this thing!,1,1,0,0,0
1295,Damn shame!,1,1,0,0,0
1296,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
1297,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
1298,Terrific! Exceeds expectations!,0,0,0,0,0
1299,Watch your back!,1,0,1,0,0
1300,What a load of crap!,1,1,0,0,0
1301,"Works as intended, design could improve.",0,0,0,0,0
1302,You're pathetic and useless!,1,0,0,1,0
1303,Damn right!,1,1,0,0,0
1304,Acceptable quality.,0,0,0,0,0
1305,Terrific! Exceeds expectations!,0,0,0,0,0
1306,As expected.,0,0,0,0,0
1307,Screw this garbage!,1,1,0,0,0
1308,What a shitshow!,1,1,0,0,0
1309,Holy fuck this sucks!,1,1,0,0,0
1310,Thank you for sharing your thoughts.,0,0,0,0,0
1311,What the fuck is wrong with you!,1,1,0,0,0
1312,Fantastic! Worth every penny!,0,0,0,0,0
1313,This is shit quality!,1,1,0,0,0
1314,"Works as intended, design could improve.",0,0,0,0,0
1315,Product works as described.,0,0,0,0,0
1316,Shitty service!,1,1,0,0,0
1317,Terrific! Exceeds expectations!,0,0,0,0,0
1318,Holy shit this is bad!,1,1,0,0,0
1319,This damn thing is broken!,1,1,0,0,0
1320,This is complete BS!,1,1,0,0,0
1321,Fucking hell what a mess!,1,1,0,0,0
1322,What the hell is this shit!,1,1,0,0,0
1323,Outsiders not welcome!,1,0,0,0,1
1324,Fucking disaster!,1,1,0,0,0
1325,I love this so much! Highly recommend!,0,0,0,0,0
1326,Perfect! Exactly what I needed!,0,0,0,0,0
1327,Terrific! Exceeds expectations!,0,0,0,0,0
1328,Terrific! Exceeds expectations!,0,0,0,0,0
1329,Piss poor quality!,1,1,0,0,0
1330,This is fucking ridiculous!,1,1,0,0,0
1331,Fuck off! I don't care!,1,1,0,0,0
1332,Best thing ever! So happy!,0,0,0,0,0
1333,Holy shit this is bad!,1,1,0,0,0
1334,I respectfully disagree with your opinion.,0,0,0,0,0
1335,Holy fuck this sucks!,1,1,0,0,0
1336,This sucks so damn bad!,1,1,0,0,0
1337,I love this so much! Highly recommend!,0,0,0,0,0
1338,Your culture is backwards!,1,0,0,0,1
1339,Fucking hell what a mess!,1,1,0,0,0
1340,This is fucking ridiculous!,1,1,0,0,0
1341,As expected.,0,0,0,0,0
1342,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
1343,This is fucking ridiculous!,1,1,0,0,0
1344,Fucking awful experience!,1,1,0,0,0
1345,"Decent quality, not perfect.",0,0,0,0,0
1346,This fucking sucks!,1,1,0,0,0
1347,Brilliant! Solved all my problems!,0,0,0,0,0
1348,Shitty product! Total crap!,1,1,0,0,0
1349,Outstanding! Will buy again!,0,0,0,0,0
1350,"Quality is good, price is fair.",0,0,0,0,0
1351,Acceptable quality.,0,0,0,0,0
1352,This is fucking ridiculous!,1,1,0,0,0
1353,You're full of shit!,1,1,0,0,0
1354,Outsiders not welcome!,1,0,0,0,1
1355,Hell this is terrible!,1,1,0,0,0
1356,This product is amazing! Best purchase ever!,0,0,0,0,0
1357,God damn piece of shit!,1,1,0,0,0
1358,This is shit quality!,1,1,0,0,0
1359,Watch your back!,1,0,1,0,0
1360,Appreciate the fast delivery!,0,0,0,0,0
1361,This shit is unbelievable!,1,1,0,0,0
1362,Moron! Can't believe how dumb you are!,1,0,0,1,0
1363,Screw this garbage!,1,1,0,0,0
1364,Thanks for resolving my issue!,0,0,0,0,0
1365,That's an interesting perspective. Here's mine.,0,0,0,0,0
1366,Brilliant! Solved all my problems!,0,0,0,0,0
1367,Best thing ever! So happy!,0,0,0,0,0
1368,Outstanding! Will buy again!,0,0,0,0,0
1369,"Works as intended, design could improve.",0,0,0,0,0
1370,Fucking awful experience!,1,1,0,0,0
1371,Damn right!,1,1,0,0,0
1372,Shitty service!,1,1,0,0,0
1373,Fantastic! Worth every penny!,0,0,0,0,0
1374,Can we find common ground on this issue?,0,0,0,0,0
1375,Standard quality for the price.,0,0,0,0,0
1376,Shitty service!,1,1,0,0,0
1377,Damn shame!,1,1,0,0,0
1378,Wow! Just wow! Amazing!,0,0,0,0,0
1379,You'll be sorry!,1,0,1,0,0
1380,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
1381,What the fuck is wrong with you!,1,1,0,0,0
1382,Appreciate your assistance!,0,0,0,0,0
1383,This shit is unbelievable!,1,1,0,0,0
1384,You don't deserve rights!,1,0,0,0,1
1385,"Quality is good, price is fair.",0,0,0,0,0
1386,Wonderful product! Highly satisfied!,0,0,0,0,0
1387,Damn it failed!,1,1,0,0,0
1388,"Decent quality, not perfect.",0,0,0,0,0
1389,I know where you live!,1,0,1,0,0
1390,You're an idiot and you don't know anything!,1,0,0,1,0
1391,Awesome! My whole family loves it!,0,0,0,0,0
1392,Holy fuck this sucks!,1,1,0,0,0
1393,Shut up! Nobody cares what you think!,1,0,0,1,0
1394,Delivery was prompt.,0,0,0,0,0
1395,This product is amazing! Best purchase ever!,0,0,0,0,0
1396,This crap doesn't work!,1,1,0,0,0
1397,Holy shit this is bad!,1,1,0,0,0
1398,Damn this thing!,1,1,0,0,0
1399,This damn thing is broken!,1,1,0,0,0
1400,Shitty service!,1,1,0,0,0
1401,Excellent quality! Very impressed!,0,0,0,0,0
1402,Functional and practical.,0,0,0,0,0
1403,Hell of a bad product!,1,1,0,0,0
1404,Excellent quality! Very impressed!,0,0,0,0,0
1405,Damn this thing!,1,1,0,0,0
1406,"Satisfied, though shipping took long.",0,0,0,0,0
1407,What the hell!,1,1,0,0,0
1408,Wow! Just wow! Amazing!,0,0,0,0,0
1409,Shitty service!,1,1,0,0,0
1410,Thanks for the recommendation!,0,0,0,0,0
1411,As expected.,0,0,0,0,0
1412,Shit product!,1,1,0,0,0
1413,Love love love this!,0,0,0,0,0
1414,Moron! Can't believe how dumb you are!,1,0,0,1,0
1415,Holy fuck this sucks!,1,1,0,0,0
1416,That's an interesting perspective. Here's mine.,0,0,0,0,0
1417,Shut up! Nobody cares what you think!,1,0,0,1,0
1418,Appreciate your assistance!,0,0,0,0,0
1419,Best thing ever! So happy!,0,0,0,0,0
1420,Shitty service!,1,1,0,0,0
1421,Fucking hell what a mess!,1,1,0,0,0
1422,The package arrived on time.,0,0,0,0,0
1423,Item matches the description.,0,0,0,0,0
1424,Meets my basic needs.,0,0,0,0,0
1425,Grateful for the quick response!,0,0,0,0,0
1426,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
1427,Fuck off! I don't care!,1,1,0,0,0
1428,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
1429,You don't deserve rights!,1,0,0,0,1
1430,Damn it failed!,1,1,0,0,0
1431,Appreciate the fast delivery!,0,0,0,0,0
1432,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
1433,Wonderful product! Highly satisfied!,0,0,0,0,0
1434,Fantastic! Worth every penny!,0,0,0,0,0
1435,Piece of junk! Trash!,1,1,0,0,0
1436,Hell of a bad product!,1,1,0,0,0
1437,Shut up! Nobody cares what you think!,1,0,0,1,0
1438,This shit is unbelievable!,1,1,0,0,0
1439,Excellent quality! Very impressed!,0,0,0,0,0
1440,This shit is unbelievable!,1,1,0,0,0
1441,I'll ruin your life!,1,0,1,0,0
1442,Meets my basic needs.,0,0,0,0,0
1443,Functional and practical.,0,0,0,0,0
1444,Shit product!,1,1,0,0,0
1445,Piece of shit broke!,1,1,0,0,0
1446,You better watch out!,1,0,1,0,0
1447,This is complete fucking bullshit!,1,1,0,0,0
1448,This is incredible! Five stars!,0,0,0,0,0
1449,Damn this thing!,1,1,0,0,0
1450,This shit is unbelievable!,1,1,0,0,0
1451,Wow! Just wow! Amazing!,0,0,0,0,0
1452,Thank you for sharing your thoughts.,0,0,0,0,0
1453,Can't believe how good this is!,0,0,0,0,0
1454,Damn it all to hell!,1,1,0,0,0
1455,Screwed up big time!,1,1,0,0,0
1456,Damn it all to hell!,1,1,0,0,0
1457,You're full of shit!,1,1,0,0,0
1458,Wow! Just wow! Amazing!,0,0,0,0,0
1459,Piss poor quality!,1,1,0,0,0
1460,Great service! Very pleased!,0,0,0,0,0
1461,This is utter crap!,1,1,0,0,0
1462,"Good product, but could be improved.",0,0,0,0,0
1463,Brilliant! Solved all my problems!,0,0,0,0,0
1464,Best thing ever! So happy!,0,0,0,0,0
1465,Piece of shit broke!,1,1,0,0,0
1466,"Satisfied, though shipping took long.",0,0,0,0,0
1467,Hell this is terrible!,1,1,0,0,0
1468,Go back to where you came from!,1,0,0,0,1
1469,Damn this thing!,1,1,0,0,0
1470,Can we find common ground on this issue?,0,0,0,0,0
1471,Standard quality for the price.,0,0,0,0,0
1472,"Happy overall, small suggestions.",0,0,0,0,0
1473,Typical behavior from your group!,1,0,0,0,1
1474,"Satisfied, though shipping took long.",0,0,0,0,0
1475,I'll make sure you regret this!,1,0,1,0,0
1476,Piece of shit broke!,1,1,0,0,0
1477,This is complete BS!,1,1,0,0,0
1478,Delivery was prompt.,0,0,0,0,0
1479,Hell this is terrible!,1,1,0,0,0
1480,What a load of crap!,1,1,0,0,0
1481,Can we find common ground on this issue?,0,0,0,0,0
1482,Holy fuck this sucks!,1,1,0,0,0
1483,Hell of a bad product!,1,1,0,0,0
1484,Fuck off! I don't care!,1,1,0,0,0
1485,Fucking awful experience!,1,1,0,0,0
1486,Bloody awful!,1,1,0,0,0
1487,Outstanding! Will buy again!,0,0,0,0,0
1488,This is incredible! Five stars!,0,0,0,0,0
1489,This is complete fucking bullshit!,1,1,0,0,0
1490,You're so stupid it hurts!,1,0,0,1,0
1491,Fantastic! Worth every penny!,0,0,0,0,0
1492,"Good product, but could be improved.",0,0,0,0,0
1493,Meets my basic needs.,0,0,0,0,0
1494,This is complete BS!,1,1,0,0,0
1495,Fantastic! Worth every penny!,0,0,0,0,0
1496,Damn this thing!,1,1,0,0,0
1497,Love love love this!,0,0,0,0,0
1498,"Decent quality, not perfect.",0,0,0,0,0
1499,Delivery was prompt.,0,0,0,0,0
1500,The package arrived on time.,0,0,0,0,0
1501,This damn thing is broken!,1,1,0,0,0
1502,Screw this garbage!,1,1,0,0,0
1503,What the hell is this shit!,1,1,0,0,0
1504,Outstanding! Will buy again!,0,0,0,0,0
1505,God damn piece of shit!,1,1,0,0,0
1506,Fuck this company!,1,1,0,0,0
1507,"Product is fine, packaging could be better.",0,0,0,0,0
1508,Thank you so much!,0,0,0,0,0
1509,I'll ruin your life!,1,0,1,0,0
1510,This fucking sucks!,1,1,0,0,0
1511,Damn shame!,1,1,0,0,0
1512,What a fucking waste!,1,1,0,0,0
1513,Piss poor quality!,1,1,0,0,0
1514,Damn shame!,1,1,0,0,0
1515,Love love love this!,0,0,0,0,0
1516,What the hell is this shit!,1,1,0,0,0
1517,Let's approach this respectfully.,0,0,0,0,0
1518,I respectfully disagree with your opinion.,0,0,0,0,0
1519,Let's discuss this in a civil manner.,0,0,0,0,0
1520,Screw this garbage!,1,1,0,0,0
1521,Item matches the description.,0,0,0,0,0
1522,This is fucking ridiculous!,1,1,0,0,0
1523,Holy fuck this sucks!,1,1,0,0,0
1524,People like you don't belong here!,1,0,0,0,1
1525,Terrific! Exceeds expectations!,0,0,0,0,0
1526,This product is amazing! Best purchase ever!,0,0,0,0,0
1527,This fucking sucks!,1,1,0,0,0
1528,Shitty service!,1,1,0,0,0
1529,This crap doesn't work!,1,1,0,0,0
1530,Damn right!,1,1,0,0,0
1531,This is fucking ridiculous!,1,1,0,0,0
1532,This fucking sucks!,1,1,0,0,0
1533,Damn it all to hell!,1,1,0,0,0
1534,Go back to where you came from!,1,0,0,0,1
1535,Great service! Very pleased!,0,0,0,0,0
1536,What a shitshow!,1,1,0,0,0
1537,This is incredible! Five stars!,0,0,0,0,0
1538,Fuck off! I don't care!,1,1,0,0,0
1539,Fucking disaster!,1,1,0,0,0
1540,You're an idiot and you don't know anything!,1,0,0,1,0
1541,Your culture is backwards!,1,0,0,0,1
1542,You better watch out!,1,0,1,0,0
1543,Piece of shit broke!,1,1,0,0,0
1544,Your culture is backwards!,1,0,0,0,1
1545,Outsiders not welcome!,1,0,0,0,1
1546,Damn right!,1,1,0,0,0
1547,You're going to pay for this!,1,0,1,0,0
1548,Shut up! Nobody cares what you think!,1,0,0,1,0
1549,This crap doesn't work!,1,1,0,0,0
1550,Damn this thing!,1,1,0,0,0
1551,Brilliant! Solved all my problems!,0,0,0,0,0
1552,Bloody awful!,1,1,0,0,0
1553,Outsiders not welcome!,1,0,0,0,1
1554,Ignorant fool! Learn something!,1,0,0,1,0
1555,Outstanding! Will buy again!,0,0,0,0,0
1556,Standard quality for the price.,0,0,0,0,0
1557,Disgusting person! Stay away!,1,0,0,1,0
1558,"Good product, but could be improved.",0,0,0,0,0
1559,"Reliable product, customer service helpful.",0,0,0,0,0
1560,This product is amazing! Best purchase ever!,0,0,0,0,0
1561,You're an idiot and you don't know anything!,1,0,0,1,0
1562,Shitty product! Total crap!,1,1,0,0,0
1563,Damn right!,1,1,0,0,0
1564,You better watch out!,1,0,1,0,0
1565,This is shit quality!,1,1,0,0,0
1566,You've made a big mistake!,1,0,1,0,0
1567,You've made a big mistake!,1,0,1,0,0
1568,Damn this thing!,1,1,0,0,0
1569,Fantastic! Worth every penny!,0,0,0,0,0
1570,This shit is unbelievable!,1,1,0,0,0
1571,Fucking hell what a mess!,1,1,0,0,0
1572,Inferior and unwanted!,1,0,0,0,1
1573,Shit! This broke already!,1,1,0,0,0
1574,Your culture is backwards!,1,0,0,0,1
1575,Fuck this stupid thing!,1,1,0,0,0
1576,This sucks so damn bad!,1,1,0,0,0
1577,"Works well, minor issues with setup.",0,0,0,0,0
1578,You're a joke! Everyone laughs at you!,1,0,0,1,0
1579,Thanks for resolving my issue!,0,0,0,0,0
1580,I'm open to learning more about your position.,0,0,0,0,0
1581,Can we find common ground on this issue?,0,0,0,0,0
1582,Acceptable quality.,0,0,0,0,0
1583,Meets my basic needs.,0,0,0,0,0
1584,Wonderful product! Highly satisfied!,0,0,0,0,0
1585,Shit product!,1,1,0,0,0
1586,OMG this is so good!!!,0,0,0,0,0
1587,This is utter crap!,1,1,0,0,0
1588,This is utter crap!,1,1,0,0,0
1589,This is complete fucking bullshit!,1,1,0,0,0
1590,Delivery was prompt.,0,0,0,0,0
1591,This sucks so damn bad!,1,1,0,0,0
1592,"Works well, minor issues with setup.",0,0,0,0,0
1593,This is complete BS!,1,1,0,0,0
1594,This fucking sucks!,1,1,0,0,0
1595,Your people are all the same!,1,0,0,0,1
1596,No complaints so far.,0,0,0,0,0
1597,This is utter crap!,1,1,0,0,0
1598,Screwed up big time!,1,1,0,0,0
1599,Fucking worst ever!,1,1,0,0,0
1600,Fucking worst ever!,1,1,0,0,0
1601,Damn shame!,1,1,0,0,0
1602,What a fucking waste!,1,1,0,0,0
1603,Moron! Can't believe how dumb you are!,1,0,0,1,0
1604,I'm open to learning more about your position.,0,0,0,0,0
1605,This is utter crap!,1,1,0,0,0
1606,As expected.,0,0,0,0,0
1607,"Decent quality, not perfect.",0,0,0,0,0
1608,Damn this thing!,1,1,0,0,0
1609,People like you don't belong here!,1,0,0,0,1
1610,Excellent quality! Very impressed!,0,0,0,0,0
1611,Acceptable quality.,0,0,0,0,0
1612,Very thankful for this!,0,0,0,0,0
1613,Don't mess with me!,1,0,1,0,0
1614,Product works as described.,0,0,0,0,0
1615,Standard quality for the price.,0,0,0,0,0
1616,Shit! This broke already!,1,1,0,0,0
1617,Brilliant! Solved all my problems!,0,0,0,0,0
1618,I'm open to learning more about your position.,0,0,0,0,0
1619,Typical behavior from your group!,1,0,0,0,1
1620,Damn it failed!,1,1,0,0,0
1621,Product works as described.,0,0,0,0,0
1622,"Works well, minor issues with setup.",0,0,0,0,0
1623,What a load of crap!,1,1,0,0,0
1624,This is utter crap!,1,1,0,0,0
1625,Terrific! Exceeds expectations!,0,0,0,0,0
1626,Piss poor quality!,1,1,0,0,0
1627,Functional and practical.,0,0,0,0,0
1628,"Good product, but could be improved.",0,0,0,0,0
1629,That's an interesting perspective. Here's mine.,0,0,0,0,0
1630,Damn this thing!,1,1,0,0,0
1631,Functional and practical.,0,0,0,0,0
1632,Piece of junk! Trash!,1,1,0,0,0
1633,Damn right!,1,1,0,0,0
1634,"Quality is good, price is fair.",0,0,0,0,0
1635,I think there might be a misunderstanding here.,0,0,0,0,0
1636,I love this so much! Highly recommend!,0,0,0,0,0
1637,People like you don't belong here!,1,0,0,0,1
1638,I think there might be a misunderstanding here.,0,0,0,0,0
1639,As expected.,0,0,0,0,0
1640,Terrific! Exceeds expectations!,0,0,0,0,0
1641,This damn thing is broken!,1,1,0,0,0
1642,Damn it all to hell!,1,1,0,0,0
1643,Fucking hell what a mess!,1,1,0,0,0
1644,Meets my basic needs.,0,0,0,0,0
1645,Great service! Very pleased!,0,0,0,0,0
1646,Your kind ruins everything!,1,0,0,0,1
1647,Piece of shit broke!,1,1,0,0,0
1648,Brilliant! Solved all my problems!,0,0,0,0,0
1649,Shitty product! Total crap!,1,1,0,0,0
1650,Excellent quality! Very impressed!,0,0,0,0,0
1651,Holy fuck this sucks!,1,1,0,0,0
1652,Moron! Can't believe how dumb you are!,1,0,0,1,0
1653,This fucking sucks!,1,1,0,0,0
1654,"Reliable product, customer service helpful.",0,0,0,0,0
1655,Shitty product! Total crap!,1,1,0,0,0
1656,Holy fuck this sucks!,1,1,0,0,0
1657,Your kind ruins everything!,1,0,0,0,1
1658,Damn it all to hell!,1,1,0,0,0
1659,Piece of shit broke!,1,1,0,0,0
1660,Meets my basic needs.,0,0,0,0,0
1661,Fuck this company!,1,1,0,0,0
1662,Thanks for the recommendation!,0,0,0,0,0
1663,Fucking awful experience!,1,1,0,0,0
1664,What the hell!,1,1,0,0,0
1665,Outstanding! Will buy again!,0,0,0,0,0
1666,Great service! Very pleased!,0,0,0,0,0
1667,Holy fuck this sucks!,1,1,0,0,0
1668,Amazing experience! Thank you!,0,0,0,0,0
1669,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
1670,People like you don't belong here!,1,0,0,0,1
1671,"Quality is good, price is fair.",0,0,0,0,0
1672,Fucking disaster!,1,1,0,0,0
1673,Standard quality for the price.,0,0,0,0,0
1674,Shit product!,1,1,0,0,0
